0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534,0.03097534
0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187,0.08408187
0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413,0.1252413
0.2462881,0.2462881,0.2462882,0.2462882,0.2462884,0.2462883,0.2462883,0.2462884,0.2462884,0.2462883,0.2462882,0.2462882,0.2462882,0.2462882,0.2462882,0.2462882,0.2462883,0.2462884,0.2462884,0.2462884
0.4432755,0.4432756,0.4432758,0.4432761,0.4432773,0.4432769,0.4432766,0.4432774,0.443277,0.4432766,0.4432764,0.443276,0.4432757,0.4432759,0.4432762,0.4432765,0.4432768,0.4432771,0.4432772,0.4432775
0.7118824,0.7118828,0.7118837,0.7118849,0.7118893,0.7118877,0.7118865,0.7118898,0.7118882,0.7118869,0.7118857,0.7118844,0.7118832,0.7118841,0.7118853,0.7118861,0.7118874,0.7118886,0.711889,0.7118902
1.047446,1.047447,1.04745,1.047453,1.047467,1.047462,1.047458,1.047468,1.047463,1.047459,1.047456,1.047452,1.047449,1.047451,1.047454,1.047457,1.047461,1.047464,1.047465,1.047469
1.444996,1.444999,1.445005,1.445014,1.445046,1.445034,1.445025,1.445048,1.445037,1.445028,1.445019,1.445011,1.445002,1.445008,1.445016,1.445022,1.445031,1.44504,1.445043,1.445051
1.89929,1.899297,1.899309,1.899327,1.899395,1.89937,1.899352,1.899401,1.899376,1.899358,1.89934,1.899321,1.899302,1.899315,1.899333,1.899346,1.899364,1.899383,1.899389,1.899407
2.40485,2.404862,2.404886,2.404921,2.405049,2.405002,2.404967,2.405061,2.405014,2.404979,2.404944,2.404909,2.404873,2.404897,2.404932,2.404956,2.40499,2.405026,2.405037,2.405072
2.956,2.95602,2.956062,2.956123,2.956348,2.956266,2.956205,2.956369,2.956287,2.956225,2.956164,2.956102,2.95604,2.956082,2.956143,2.956184,2.956246,2.956307,2.956328,2.95639
3.546898,3.546933,3.547,3.547103,3.547475,3.547338,3.547238,3.547509,3.547373,3.547272,3.54717,3.547069,3.546966,3.547035,3.547136,3.547204,3.547306,3.547407,3.547441,3.547543
4.171587,4.171641,4.171748,4.171908,4.172492,4.172279,4.172121,4.172546,4.172334,4.172174,4.172015,4.171854,4.171694,4.171802,4.171962,4.172068,4.172226,4.172387,4.17244,4.172599
4.82402,4.824102,4.824263,4.824504,4.825383,4.825062,4.824825,4.825464,4.825144,4.824904,4.824664,4.824423,4.824181,4.824344,4.824584,4.824744,4.824983,4.825224,4.825305,4.825544
5.498107,5.498227,5.498459,5.498809,5.500087,5.49962,5.499275,5.500205,5.49974,5.499392,5.499042,5.498692,5.49834,5.498576,5.498926,5.499158,5.499506,5.499857,5.499973,5.500321
6.187748,6.187915,6.188244,6.188738,6.190538,6.189881,6.189394,6.190706,6.190049,6.189559,6.189066,6.188573,6.188076,6.18841,6.188902,6.189229,6.18972,6.190215,6.190378,6.190869
6.886872,6.887103,6.887554,6.888233,6.890705,6.889802,6.889133,6.890934,6.890033,6.889359,6.888683,6.888006,6.887322,6.887782,6.888458,6.888907,6.889581,6.89026,6.890485,6.891159
7.58948,7.58979,7.590395,7.591305,7.594622,7.593409,7.592515,7.59493,7.59372,7.592816,7.591911,7.591002,7.590083,7.5907,7.591606,7.592209,7.593113,7.594026,7.594327,7.595232
8.289668,8.290077,8.290874,8.29207,8.296428,8.294835,8.29366,8.296835,8.295244,8.294057,8.292866,8.291671,8.290462,8.291274,8.292466,8.293261,8.294446,8.295646,8.296043,8.297232
8.981681,8.98221,8.983237,8.984784,8.990408,8.988352,8.986834,8.990934,8.988879,8.987348,8.985808,8.984265,8.982706,8.983755,8.985295,8.986319,8.987849,8.989399,8.989911,8.991446
9.65993,9.660602,9.661905,9.66387,9.671013,9.668399,9.666474,9.67168,9.669071,9.667125,9.665173,9.663213,9.661231,9.662564,9.664518,9.665819,9.667763,9.669731,9.670381,9.672331
10.31904,10.31988,10.32151,10.32397,10.3329,10.32963,10.32723,10.33374,10.33048,10.32804,10.3256,10.32314,10.32066,10.32234,10.32478,10.32641,10.32884,10.3313,10.33212,10.33455
10.95385,10.9549,10.95691,10.95994,10.97097,10.96694,10.96397,10.97201,10.96798,10.96497,10.96196,10.95893,10.95586,10.95793,10.96095,10.96296,10.96596,10.969,10.97,10.97301
11.55951,11.56078,11.56324,11.56694,11.58039,11.57547,11.57185,11.58165,11.57674,11.57307,11.56939,11.5657,11.56196,11.56448,11.56816,11.57061,11.57427,11.57798,11.57921,11.58288
12.13143,12.13297,12.13593,12.14039,12.1566,12.15066,12.1463,12.15812,12.1522,12.14778,12.14335,12.1389,12.13438,12.13743,12.14186,12.14481,12.14922,12.1537,12.15517,12.1596
12.66535,12.66718,12.67072,12.67604,12.69537,12.68829,12.68309,12.69719,12.69013,12.68486,12.67957,12.67426,12.66887,12.6725,12.6778,12.68132,12.68658,12.69191,12.69368,12.69895
13.15736,13.15953,13.16371,13.16999,13.19283,13.18446,13.17833,13.19498,13.18663,13.18041,13.17416,13.16789,13.16152,13.16582,13.17207,13.17623,13.18244,13.18875,13.19083,13.19706
13.60392,13.60646,13.61135,13.61871,13.64544,13.63564,13.62846,13.64796,13.63819,13.63091,13.62359,13.61624,13.60879,13.61382,13.62114,13.62601,13.63328,13.64066,13.6431,13.6504
14.00187,14.00482,14.01049,14.01904,14.05006,14.03868,14.03036,14.05299,14.04164,14.03319,14.0247,14.01617,14.00752,14.01336,14.02185,14.0275,14.03594,14.04451,14.04734,14.05581
14.34844,14.35184,14.35837,14.36821,14.40393,14.39083,14.38125,14.4073,14.39424,14.38451,14.37473,14.36492,14.35495,14.36168,14.37146,14.37796,14.38767,14.39755,14.4008,14.41055
14.64132,14.64521,14.65267,14.66391,14.70472,14.68975,14.6788,14.70857,14.69364,14.68253,14.67136,14.66015,14.64875,14.65645,14.66762,14.67505,14.68614,14.69743,14.70115,14.71229
14.87859,14.883,14.89146,14.90422,14.9505,14.93352,14.92111,14.95488,14.93795,14.92534,14.91266,14.89994,14.88701,14.89575,14.90842,14.91685,14.92943,14.94224,14.94646,14.9591
15.05877,15.06375,15.07328,15.08765,15.1398,15.12066,15.10669,15.14473,15.12565,15.11145,15.09717,15.08284,15.06827,15.07812,15.09239,15.10189,15.11606,15.13049,15.13524,15.14949
15.18086,15.18643,15.1971,15.21318,15.27154,15.25012,15.23448,15.27707,15.25571,15.23982,15.22383,15.2078,15.19148,15.20251,15.21848,15.22911,15.24497,15.26113,15.26645,15.28239
15.24426,15.25046,15.26233,15.28022,15.34512,15.32129,15.30391,15.35128,15.32752,15.30984,15.29206,15.27422,15.25607,15.26834,15.28612,15.29794,15.31557,15.33355,15.33946,15.3572
15.24885,15.25571,15.26883,15.28861,15.36036,15.33401,15.3148,15.36717,15.3409,15.32136,15.3017,15.28198,15.26191,15.27548,15.29513,15.30819,15.32769,15.34756,15.35411,15.37371
15.19495,15.2025,15.21691,15.23865,15.31751,15.28854,15.26744,15.325,15.29612,15.27464,15.25305,15.23136,15.2093,15.22423,15.24582,15.26018,15.2816,15.30345,15.31064,15.3322
15.08332,15.09157,15.10732,15.13108,15.21727,15.1856,15.16253,15.22546,15.19389,15.17042,15.14681,15.12312,15.099,15.11532,15.13891,15.1546,15.17801,15.2019,15.20976,15.23332
14.91514,14.92411,14.94123,14.96705,15.06073,15.0263,15.00124,15.06964,15.03532,15.0098,14.98415,14.95839,14.93218,14.94992,14.97556,14.99261,15.01806,15.04403,15.05258,15.07819
14.69203,14.70173,14.72023,14.74815,14.84943,14.8122,14.78511,14.85907,14.82195,14.79437,14.76663,14.73879,14.71044,14.72963,14.75735,14.77578,14.80329,14.83138,14.84061,14.86831
14.416,14.42643,14.44632,14.47635,14.58527,14.54523,14.51609,14.59564,14.55572,14.52605,14.49622,14.46628,14.43579,14.45643,14.48624,14.50606,14.53565,14.56586,14.5758,14.60559
14.08945,14.10061,14.1219,14.15401,14.27057,14.22771,14.19654,14.28167,14.23895,14.2072,14.17528,14.14325,14.11063,14.13271,14.1646,14.18581,14.21746,14.2498,14.26043,14.29232
13.71517,13.72705,13.7497,13.78389,13.90797,13.86234,13.82917,13.9198,13.8743,13.84051,13.80652,13.77243,13.73771,13.76121,13.79515,13.81773,13.85143,13.88586,13.89718,13.93113
13.29628,13.30886,13.33285,13.36906,13.5005,13.45215,13.41701,13.51303,13.46482,13.42902,13.39303,13.35691,13.32014,13.34504,13.38099,13.4049,13.44059,13.47707,13.48907,13.52504
12.83621,12.84947,12.87475,12.9129,13.05144,13.00048,12.96344,13.06466,13.01384,12.9761,12.93817,12.9001,12.86135,12.88759,12.92547,12.95068,12.9883,13.02675,13.0394,13.07732
12.33871,12.35262,12.37911,12.41912,12.56443,12.51097,12.47212,12.5783,12.52499,12.48541,12.44562,12.4057,12.36507,12.39258,12.4323,12.45874,12.49819,12.53854,12.5518,12.59159
11.8078,11.8223,11.84994,11.89168,12.04334,11.98753,11.94699,12.05782,12.00216,11.96085,11.91933,11.87768,11.83529,11.86399,11.90544,11.93302,11.9742,12.0163,12.03015,12.07169
11.2477,11.26275,11.29144,11.33477,11.49227,11.4343,11.3922,11.50731,11.4495,11.40659,11.36347,11.32024,11.27624,11.30602,11.34905,11.37769,11.42045,11.46418,11.47857,11.52172
10.66285,10.67838,10.70801,10.75277,10.91551,10.8556,10.8121,10.93106,10.87131,10.82697,10.78242,10.73776,10.69232,10.72308,10.76752,10.79711,10.8413,10.88649,10.90135,10.94595
10.05784,10.0738,10.10425,10.15023,10.31754,10.25595,10.21121,10.33353,10.27208,10.2265,10.18071,10.13481,10.08812,10.11971,10.16539,10.1958,10.24123,10.28769,10.30297,10.34885
9.437406,9.453708,9.484822,9.531832,9.702946,9.63994,9.594181,9.719297,9.656442,9.609811,9.56299,9.516066,9.468348,9.500636,9.547331,9.578426,9.624884,9.6724,9.68804,9.734974
8.806345,8.822906,8.85454,8.902337,9.076416,9.012304,8.965747,9.093056,9.029085,8.981646,8.93402,8.8863,8.837798,8.870616,8.918095,8.94972,8.996984,9.045324,9.061236,9.109005
8.179259,8.196014,8.22803,8.276418,8.452765,8.387808,8.340635,8.469625,8.404799,8.356734,8.308498,8.260189,8.211093,8.244301,8.292373,8.324405,8.372284,8.421252,8.437377,8.485793
7.568287,7.585176,7.617483,7.666304,7.844384,7.778786,7.731134,7.861413,7.79593,7.747386,7.698689,7.649926,7.600402,7.633895,7.682412,7.714746,7.763096,7.812545,7.828834,7.877752
6.974541,6.991508,7.023989,7.073096,7.252337,7.1863,7.138321,7.26948,7.203541,7.154677,7.105671,7.056622,7.006834,7.040493,7.0893,7.121833,7.170496,7.220268,7.236672,7.285936
6.3991,6.416081,6.448633,6.497845,6.67765,6.61139,6.563247,6.694846,6.628673,6.57965,6.530505,6.481334,6.431451,6.465167,6.514086,6.546713,6.595527,6.645452,6.661916,6.711364
5.843017,5.859948,5.892447,5.94159,6.121322,6.055077,6.006937,6.138511,6.072338,6.023329,5.974217,5.925104,5.875313,5.908954,5.957815,5.990413,6.03921,6.089113,6.105573,6.155036
5.307307,5.32413,5.356451,5.405331,5.584321,5.518338,5.470378,5.601443,5.535509,5.486693,5.437801,5.388935,5.339429,5.372862,5.421481,5.453926,5.502521,5.552217,5.568617,5.61791
4.792961,4.809597,4.841612,4.890036,5.06759,5.002122,4.954525,5.084577,5.019135,4.970701,4.922223,4.873794,4.824772,4.857863,4.906044,4.938213,4.986417,5.035708,5.051985,5.100927
4.300916,4.317294,4.348865,4.396632,4.572017,4.50733,4.460289,4.588798,4.524117,4.476264,4.428397,4.380609,4.332278,4.364886,4.412427,4.444182,4.491801,4.540484,4.556575,4.604967
3.83208,3.848128,3.879114,3.92601,4.098475,4.034844,3.988562,4.114979,4.051328,4.00426,3.957214,3.910278,3.86286,3.894836,3.94153,3.972734,4.019557,4.067426,4.08326,4.130896
3.38732,3.40296,3.433217,3.479024,3.647787,3.5855,3.540184,3.663941,3.601606,3.555539,3.509526,3.463654,3.417371,3.448565,3.49419,3.524703,3.570518,3.617363,3.632868,3.679536
2.967463,2.982618,3.011994,3.056487,3.220743,3.160093,3.115958,3.236472,3.175746,3.130893,3.086137,3.04156,2.996633,3.026895,3.071232,3.100902,3.145493,3.191081,3.206188,3.251676
