720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,720,720,720,720
720,720,720,720,720,720,720,720,720,719.8893,720,720,720
720,720,720,720,720,720,720,720,720,718.9077,720,720,720
720,720,720,720,720,720,720,720,720,716.9132,720,720,720
720,720,720,720,720,720,720,720,720,713.9116,720,720,720
720,720,720,720,720,720,720,720,720,709.9113,720,720,720
720,720,720,720,720,720,720,720,720,704.9236,720,720,720
720,720,720,720,720,720,720,720,720,698.9625,720,720,720
720,720,720,720,720,720,720,720,720,692.045,720,720,720
720,720,720,720,719.8893,720,720,719.8893,720,684.1906,720,720,720
720,720,720,720,719.5253,720,720,719.5253,720,675.4213,720,720,720
720,720,720,720,718.9077,720,720,718.9077,720,665.7618,720,720,720
720,720,720,720,718.0367,720,720,718.0367,720,655.2397,720,720,720
720,720,720,720,716.9132,720,720,716.9132,720,643.8843,720,720,720
720,720,720,720,715.5378,720,720,715.5378,720,631.728,720,720,720
720,720,720,720,713.9116,720,720,713.9116,720,618.8048,720,720,720
720,719.991,720,720,712.0356,720,720,712.0356,720,605.1513,719.991,720,719.991
720,719.8893,720,720,709.9113,720,720,709.9113,720,590.8061,719.8893,720,719.8893
720,719.6749,720,720,707.54,720,720,707.54,720,575.8096,719.6749,720,719.6749
720,719.3477,720,720,704.9236,720,720,704.9236,720,560.204,719.3477,720,719.3477
720,718.9077,720,720,702.0637,720,720,702.0637,720,544.0335,718.9077,720,718.9077
720,718.3552,720,720,698.9625,720,720,698.9625,720,527.3438,718.3552,720,718.3552
720,717.6903,720,720,695.6222,720,720,695.6222,720,510.1818,717.6903,720,717.6903
720,716.9132,720,720,692.045,720,720,692.045,720,492.5959,716.9132,720,716.9132
719.9761,716.0242,720,720,688.2336,720,720,688.2336,720,474.636,716.0242,719.9761,716.0242
719.8893,715.0236,720,720,684.1906,720,720,684.1906,720,456.3526,715.0236,719.8893,715.0236
719.7391,713.9116,720,720,679.9188,720,720,679.9188,720,437.7972,713.9116,719.7391,713.9116
719.5253,712.6886,720,720,675.4213,720,720,675.4213,720,419.0224,712.6886,719.5253,712.6886
719.2482,711.355,720,720,670.7012,720,720,670.7012,720,400.081,711.355,719.2482,711.355
718.9077,709.9113,720,720,665.7618,720,720,665.7618,720,381.0264,709.9113,718.9077,709.9113
718.5038,708.3578,720,720,660.6068,720,720,660.6068,720,361.9125,708.3578,718.5038,708.3578
718.0367,706.6951,720,720,655.2397,720,720,655.2397,720,342.7933,706.6951,718.0367,706.6951
717.5065,704.9236,720,720,649.6642,720,720,649.6642,720,323.7226,704.9236,717.5065,704.9236
716.9132,703.0439,720,720,643.8843,720,720,643.8843,720,304.7543,703.0439,716.9132,703.0439
716.2569,701.0568,720,720,637.9042,720,720,637.9042,720,285.9418,701.0568,716.2569,701.0568
715.5378,698.9625,720,720,631.728,720,720,631.728,720,267.3383,698.9625,715.5378,698.9625
714.756,696.7621,720,720,625.36,720,720,625.36,720,248.9964,696.7621,714.756,696.7621
713.9116,694.456,720,720,618.8048,720,720,618.8048,720,230.9677,694.456,713.9116,694.456
713.0048,692.045,720,720,612.067,720,720,612.067,720,213.303,692.045,713.0048,692.045
712.0356,689.5299,720,719.991,605.1513,719.991,720,605.1513,719.991,196.0524,689.5299,712.0356,689.5299
711.0045,686.9115,720,719.9542,598.0627,719.9542,720,598.0627,719.9542,179.2644,686.9115,711.0045,686.9115
709.9113,684.1906,720,719.8893,590.8061,719.8893,720,590.8061,719.8893,162.9863,684.1906,709.9113,684.1906
708.7564,681.3679,720,719.7963,583.3867,719.7963,720,583.3867,719.7963,147.2642,681.3679,708.7564,681.3679
707.54,678.4446,720,719.6749,575.8096,719.6749,720,575.8096,719.6749,132.1425,678.4446,707.54,678.4446
706.2624,675.4213,720,719.5253,568.0802,719.5253,720,568.0802,719.5253,117.6636,675.4213,706.2624,675.4213
704.9236,672.2991,720,719.3477,560.204,719.3477,720,560.204,719.3477,103.8687,672.2991,704.9236,672.2991
703.5239,669.0789,720,719.1417,552.1865,719.1417,720,552.1865,719.1417,90.79638,669.0789,703.5239,669.0789
702.0637,665.7618,720,718.9077,544.0335,718.9077,720,544.0335,718.9077,78.48384,665.7618,702.0637,665.7618
700.5432,662.3489,720,718.6455,535.7507,718.6455,720,535.7507,718.6455,66.96566,662.3489,700.5432,662.3489
698.9625,658.8412,720,718.3552,527.3438,718.3552,720,527.3438,718.3552,56.27444,658.8412,698.9625,658.8412
697.3221,655.2397,720,718.0367,518.8188,718.0367,720,518.8188,718.0367,46.44024,655.2397,697.3221,655.2397
695.6222,651.5456,720,717.6903,510.1818,717.6903,720,510.1818,717.6903,37.49084,651.5456,695.6222,651.5456
693.8631,647.7601,720,717.3157,501.4387,717.3157,720,501.4387,717.3157,29.45151,647.7601,693.8631,647.7601
692.045,643.8843,720,716.9132,492.5959,716.9132,720,492.5959,716.9132,22.34497,643.8843,692.045,643.8843
690.1685,639.9196,720,716.4827,483.6596,716.4827,719.9957,483.6596,716.4827,16.19121,639.9196,690.1685,639.9196
688.2336,635.8671,720,716.0242,474.636,716.0242,719.9761,474.636,716.0242,11.00768,635.8671,688.2336,635.8671
686.2408,631.728,720,715.5378,465.5315,715.5378,719.9407,465.5315,715.5378,6.808884,631.728,686.2408,631.728
684.1906,627.5037,720,715.0236,456.3526,715.0236,719.8893,456.3526,715.0236,3.606777,627.5037,684.1906,627.5037
682.0831,623.1955,720,714.4814,447.1056,714.4814,719.8221,447.1056,714.4814,1.410327,623.1955,682.0831,623.1955
679.9188,618.8048,720,713.9116,437.7972,713.9116,719.7391,437.7972,713.9116,0.2257776,618.8048,679.9188,618.8048
677.698,614.3329,720,713.314,428.4339,713.314,719.6401,428.4339,713.314,0,614.3329,677.698,614.3329
675.4213,609.7813,720,712.6886,419.0224,712.6886,719.5253,419.0224,712.6886,0,609.7813,675.4213,609.7813
673.0888,605.1513,720,712.0356,409.5692,712.0356,719.3947,409.5692,712.0356,0,605.1513,673.0888,605.1513
670.7012,600.4445,720,711.355,400.081,711.355,719.2482,400.081,711.355,0,600.4445,670.7012,600.4445
668.2587,595.6622,720,710.647,390.5644,710.647,719.0859,390.5644,710.647,0,595.6622,668.2587,595.6622
665.7618,590.8061,720,709.9113,381.0264,709.9113,718.9077,381.0264,709.9113,0,590.8061,665.7618,590.8061
663.2111,585.8776,720,709.1483,371.4735,709.1483,718.7137,371.4735,709.1483,0,585.8776,663.2111,585.8776
