360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360,359.9989,360,360,360,360,360,360,360,360,360,360,360,360
359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360,359.9885,360,360,360,360,360,360,360,360,360,360,360,360
359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360,359.9494,360,360,360,360,360,360,360,360,360,360,360,360
359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360,359.852,360,360,360,360,360,360,360,360,360,360,360,360
359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360,359.6562,360,360,360,360,360,360,360,360,360,360,360,360
359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360,359.3121,360,360,360,360,360,360,360,360,360,360,360,360
358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360,358.7615,360,360,360,360,360,360,360,360,360,360,360,360
