337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360,337.805,359.9649,360,360,360,360,360,360,360,360,360,360,360
332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360,332.3383,359.8936,360,360,360,360,360,360,360,360,360,360,360
326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360,326.0511,359.7473,360,360,360,360,360,360,360,360,360,360,360
318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360,318.9134,359.4869,360,360,360,360,360,360,360,360,360,360,360
310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360,310.9084,359.0659,360,360,360,360,360,360,360,360,360,360,360
302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360,302.0334,358.4312,360,360,360,360,360,360,360,360,360,360,360
292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360,292.3009,357.5244,360,360,360,360,360,360,360,360,360,360,360
281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360,281.7394,356.2822,360,360,360,360,360,360,360,360,360,360,360
270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360,270.3942,354.6384,359.9996,360,360,360,360,360,360,360,360,360,360
258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360,258.3261,352.5246,359.9941,360,360,360,360,360,360,360,360,360,360
245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360,245.6113,349.8726,359.9702,360,360,360,360,360,360,360,360,360,360
232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360,232.3406,346.6153,359.9062,360,360,360,360,360,360,360,360,360,360
218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360,218.617,342.6895,359.7715,360,360,360,360,360,360,360,360,360,360
204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360,204.5539,338.037,359.528,360,359.9991,360,360,360,360,360,360,360,360
190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360,190.2726,332.6072,359.1303,360,359.9904,360,360,360,360,360,360,360,360
175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360,175.8992,326.3584,358.5261,360,359.9586,360,360,360,360,360,360,360,360
161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360,161.5628,319.2603,357.6574,360,359.8794,360,360,360,360,360,360,360,360
147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360,147.3906,311.2953,356.4617,360,359.7205,360,360,360,360,360,360,360,360
133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360,133.5068,302.4601,354.8729,360,359.4417,359.9999,360,360,360,360,360,360,360
120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360,120.0281,292.7664,352.8229,360,358.9956,359.9974,360,360,360,360,360,360,360
107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360,107.0627,282.2424,350.2433,359.9995,358.3285,359.9822,360,360,360,360,360,360,360
94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360,94.70648,270.9318,347.067,359.9929,357.3812,359.9356,360,360,360,360,360,360,360
83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360,83.0423,258.8954,343.2299,359.9663,356.0899,359.8304,360,360,360,360,360,360,360
