360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0,0,0,0,0,0,0,0,0,0,0,0,0.2278805,0
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360,359.9993,360,360,360,360,360,360,360,360,360,360,360,360
359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360,359.9918,360,360,360,360,360,360,360,360,360,360,360,360
359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360,359.9628,360,360,360,360,360,360,360,360,360,360,360,360
359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360,359.8888,360,360,360,360,360,360,360,360,360,360,360,360
359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360,359.7382,360,360,360,360,360,360,360,360,360,360,360,360
359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360,359.4715,360,360,360,360,360,360,360,360,360,360,360,360
359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360,359.0418,360,360,360,360,360,360,360,360,360,360,360,360
358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360,358.396,360,360,360,360,360,360,360,360,360,360,360,360
357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360,357.4751,360,360,360,360,360,360,360,360,360,360,360,360
356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360,356.216,360,360,360,360,360,360,360,360,360,360,360,360
354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360,354.552,360,360,360,360,360,360,360,360,360,360,360,360
352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360,352.4151,360,360,360,360,360,360,360,360,360,360,360,360
349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360,349.7366,360,360,360,360,360,360,360,360,360,360,360,360
346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360,346.4501,359.9994,360,360,360,360,360,360,360,360,360,360,360
342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360,342.4921,359.9925,360,360,360,360,360,360,360,360,360,360,360
