0,0,0,0,0,0,0,0,0,0,0,0.6125032,0,0,0,0,0,0,0,0,0,0,0,0,0.6125032,0,0,0,0,0,0,0,0,0,0,0,0,0.6125032,0,0,0,0,0,0,0,0,0,0,0,0,0.6125032,0,0,0,0,0,0,0,0,0,0,0,0,0.6125032,0,0,0,0,0,0,0,0,0,0,0,0,0.6125032,0,0,0,0,0,0,0,0,0,0,0,0,0.6125032,0
0,0,0,0,0,0,0,0,0,0,0,28.50634,0,0,0,0,0,0,0,0,0,0,0,0,28.50634,0,0,0,0,0,0,0,0,0,0,0,0,28.50634,0,0,0,0,0,0,0,0,0,0,0,0,28.50634,0,0,0,0,0,0,0,0,0,0,0,0,28.50634,0,0,0,0,0,0,0,0,0,0,0,0,28.50634,0,0,0,0,0,0,0,0,0,0,0,0,28.50634,0
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,360
359.9914,360,360,360,360,360,360,360,360,360,360,360,360,359.9914,360,360,360,360,360,360,360,360,360,360,360,360,359.9914,360,360,360,360,360,360,360,360,360,360,360,360,359.9914,360,360,360,360,360,360,360,360,360,360,360,360,359.9914,360,360,360,360,360,360,360,360,360,360,360,360,359.9914,360,360,360,360,360,360,360,360,360,360,360,360,359.9914,360,360,360,360,360,360,360,360,360,360,360,360
359.9404,360,360,360,360,360,360,360,360,360,360,360,360,359.9404,360,360,360,360,360,360,360,360,360,360,360,360,359.9404,360,360,360,360,360,360,360,360,360,360,360,360,359.9404,360,360,360,360,360,360,360,360,360,360,360,360,359.9404,360,360,360,360,360,360,360,360,360,360,360,360,359.9404,360,360,360,360,360,360,360,360,360,360,360,360,359.9404,360,360,360,360,360,360,360,360,360,360,360,360
359.829,360,360,360,360,360,360,360,360,360,360,360,360,359.829,360,360,360,360,360,360,360,360,360,360,360,360,359.829,360,360,360,360,360,360,360,360,360,360,360,360,359.829,360,360,360,360,360,360,360,360,360,360,360,360,359.829,360,360,360,360,360,360,360,360,360,360,360,360,359.829,360,360,360,360,360,360,360,360,360,360,360,360,359.829,360,360,360,360,360,360,360,360,360,360,360,360
359.6389,360,360,360,360,360,360,360,360,360,360,360,360,359.6389,360,360,360,360,360,360,360,360,360,360,360,360,359.6389,360,360,360,360,360,360,360,360,360,360,360,360,359.6389,360,360,360,360,360,360,360,360,360,360,360,360,359.6389,360,360,360,360,360,360,360,360,360,360,360,360,359.6389,360,360,360,360,360,360,360,360,360,360,360,360,359.6389,360,360,360,360,360,360,360,360,360,360,360,360
359.3508,360,360,360,360,360,360,360,360,360,360,360,360,359.3508,360,360,360,360,360,360,360,360,360,360,360,360,359.3508,360,360,360,360,360,360,360,360,360,360,360,360,359.3508,360,360,360,360,360,360,360,360,360,360,360,360,359.3508,360,360,360,360,360,360,360,360,360,360,360,360,359.3508,360,360,360,360,360,360,360,360,360,360,360,360,359.3508,360,360,360,360,360,360,360,360,360,360,360,360
358.9444,360,360,360,360,360,360,360,360,360,360,360,360,358.9444,360,360,360,360,360,360,360,360,360,360,360,360,358.9444,360,360,360,360,360,360,360,360,360,360,360,360,358.9444,360,360,360,360,360,360,360,360,360,360,360,360,358.9444,360,360,360,360,360,360,360,360,360,360,360,360,358.9444,360,360,360,360,360,360,360,360,360,360,360,360,358.9444,360,360,360,360,360,360,360,360,360,360,360,360
358.3985,360,360,360,360,360,360,360,360,360,360,360,360,358.3985,360,360,360,360,360,360,360,360,360,360,360,360,358.3985,360,360,360,360,360,360,360,360,360,360,360,360,358.3985,360,360,360,360,360,360,360,360,360,360,360,360,358.3985,360,360,360,360,360,360,360,360,360,360,360,360,358.3985,360,360,360,360,360,360,360,360,360,360,360,360,358.3985,360,360,360,360,360,360,360,360,360,360,360,360
357.6915,360,360,360,360,360,360,360,360,360,360,360,360,357.6915,360,360,360,360,360,360,360,360,360,360,360,360,357.6915,360,360,360,360,360,360,360,360,360,360,360,360,357.6915,360,360,360,360,360,360,360,360,360,360,360,360,357.6915,360,360,360,360,360,360,360,360,360,360,360,360,357.6915,360,360,360,360,360,360,360,360,360,360,360,360,357.6915,360,360,360,360,360,360,360,360,360,360,360,360
356.8013,360,360,360,360,360,360,360,360,360,360,360,360,356.8013,360,360,360,360,360,360,360,360,360,360,360,360,356.8013,360,360,360,360,360,360,360,360,360,360,360,360,356.8013,360,360,360,360,360,360,360,360,360,360,360,360,356.8013,360,360,360,360,360,360,360,360,360,360,360,360,356.8013,360,360,360,360,360,360,360,360,360,360,360,360,356.8013,360,360,360,360,360,360,360,360,360,360,360,360
355.7057,360,360,360,360,360,360,360,360,360,360,360,360,355.7057,360,360,360,360,360,360,360,360,360,360,360,360,355.7057,360,360,360,360,360,360,360,360,360,360,360,360,355.7057,360,360,360,360,360,360,360,360,360,360,360,360,355.7057,360,360,360,360,360,360,360,360,360,360,360,360,355.7057,360,360,360,360,360,360,360,360,360,360,360,360,355.7057,360,360,360,360,360,360,360,360,360,360,360,360
354.3825,360,360,360,360,360,360,360,360,360,360,360,360,354.3825,360,360,360,360,360,360,360,360,360,360,360,360,354.3825,360,360,360,360,360,360,360,360,360,360,360,360,354.3825,360,360,360,360,360,360,360,360,360,360,360,360,354.3825,360,360,360,360,360,360,360,360,360,360,360,360,354.3825,360,360,360,360,360,360,360,360,360,360,360,360,354.3825,360,360,360,360,360,360,360,360,360,360,360,360
352.8098,360,360,360,360,360,360,360,360,360,360,360,360,352.8098,360,360,360,360,360,360,360,360,360,360,360,360,352.8098,360,360,360,360,360,360,360,360,360,360,360,360,352.8098,360,360,360,360,360,360,360,360,360,360,360,360,352.8098,360,360,360,360,360,360,360,360,360,360,360,360,352.8098,360,360,360,360,360,360,360,360,360,360,360,360,352.8098,360,360,360,360,360,360,360,360,360,360,360,360
350.9663,360,360,360,360,360,360,360,360,360,360,360,360,350.9663,360,360,360,360,360,360,360,360,360,360,360,360,350.9663,360,360,360,360,360,360,360,360,360,360,360,360,350.9663,360,360,360,360,360,360,360,360,360,360,360,360,350.9663,360,360,360,360,360,360,360,360,360,360,360,360,350.9663,360,360,360,360,360,360,360,360,360,360,360,360,350.9663,360,360,360,360,360,360,360,360,360,360,360,360
348.8313,360,360,360,360,360,360,360,360,360,360,360,360,348.8313,360,360,360,360,360,360,360,360,360,360,360,360,348.8313,360,360,360,360,360,360,360,360,360,360,360,360,348.8313,360,360,360,360,360,360,360,360,360,360,360,360,348.8313,360,360,360,360,360,360,360,360,360,360,360,360,348.8313,360,360,360,360,360,360,360,360,360,360,360,360,348.8313,360,360,360,360,360,360,360,360,360,360,360,360
346.3847,360,360,360,360,360,360,360,360,360,360,360,360,346.3847,360,360,360,360,360,360,360,360,360,360,360,360,346.3847,360,360,360,360,360,360,360,360,360,360,360,360,346.3847,360,360,360,360,360,360,360,360,360,360,360,360,346.3847,360,360,360,360,360,360,360,360,360,360,360,360,346.3847,360,360,360,360,360,360,360,360,360,360,360,360,346.3847,360,360,360,360,360,360,360,360,360,360,360,360
343.6079,360,360,360,360,360,360,360,360,360,360,360,360,343.6079,360,360,360,360,360,360,360,360,360,360,360,360,343.6079,360,360,360,360,360,360,360,360,360,360,360,360,343.6079,360,360,360,360,360,360,360,360,360,360,360,360,343.6079,360,360,360,360,360,360,360,360,360,360,360,360,343.6079,360,360,360,360,360,360,360,360,360,360,360,360,343.6079,360,360,360,360,360,360,360,360,360,360,360,360
340.4832,360,360,360,360,360,360,360,360,360,360,360,360,340.4832,360,360,360,360,360,360,360,360,360,360,360,360,340.4832,360,360,360,360,360,360,360,360,360,360,360,360,340.4832,360,360,360,360,360,360,360,360,360,360,360,360,340.4832,360,360,360,360,360,360,360,360,360,360,360,360,340.4832,360,360,360,360,360,360,360,360,360,360,360,360,340.4832,360,360,360,360,360,360,360,360,360,360,360,360
336.9945,360,360,360,360,360,360,360,360,360,360,360,360,336.9945,360,360,360,360,360,360,360,360,360,360,360,360,336.9945,360,360,360,360,360,360,360,360,360,360,360,360,336.9945,360,360,360,360,360,360,360,360,360,360,360,360,336.9945,360,360,360,360,360,360,360,360,360,360,360,360,336.9945,360,360,360,360,360,360,360,360,360,360,360,360,336.9945,360,360,360,360,360,360,360,360,360,360,360,360
333.1272,360,360,360,360,360,360,360,360,360,360,360,360,333.1272,360,360,360,360,360,360,360,360,360,360,360,360,333.1272,360,360,360,360,360,360,360,360,360,360,360,360,333.1272,360,360,360,360,360,360,360,360,360,360,360,360,333.1272,360,360,360,360,360,360,360,360,360,360,360,360,333.1272,360,360,360,360,360,360,360,360,360,360,360,360,333.1272,360,360,360,360,360,360,360,360,360,360,360,360
328.8686,360,360,360,360,360,360,360,360,360,360,360,360,328.8686,360,360,360,360,360,360,360,360,360,360,360,360,328.8686,360,360,360,360,360,360,360,360,360,360,360,360,328.8686,360,360,360,360,360,360,360,360,360,360,360,360,328.8686,360,360,360,360,360,360,360,360,360,360,360,360,328.8686,360,360,360,360,360,360,360,360,360,360,360,360,328.8686,360,360,360,360,360,360,360,360,360,360,360,360
324.2076,360,360,360,360,360,360,360,360,360,360,360,360,324.2076,360,360,360,360,360,360,360,360,360,360,360,360,324.2076,360,360,360,360,360,360,360,360,360,360,360,360,324.2076,360,360,360,360,360,360,360,360,360,360,360,360,324.2076,360,360,360,360,360,360,360,360,360,360,360,360,324.2076,360,360,360,360,360,360,360,360,360,360,360,360,324.2076,360,360,360,360,360,360,360,360,360,360,360,360
319.1355,360,360,360,360,360,360,360,360,360,360,360,360,319.1355,360,360,360,360,360,360,360,360,360,360,360,360,319.1355,360,360,360,360,360,360,360,360,360,360,360,360,319.1355,360,360,360,360,360,360,360,360,360,360,360,360,319.1355,360,360,360,360,360,360,360,360,360,360,360,360,319.1355,360,360,360,360,360,360,360,360,360,360,360,360,319.1355,360,360,360,360,360,360,360,360,360,360,360,360
313.6455,360,360,360,360,360,360,360,360,360,360,360,360,313.6455,360,360,360,360,360,360,360,360,360,360,360,360,313.6455,360,360,360,360,360,360,360,360,360,360,360,360,313.6455,360,360,360,360,360,360,360,360,360,360,360,360,313.6455,360,360,360,360,360,360,360,360,360,360,360,360,313.6455,360,360,360,360,360,360,360,360,360,360,360,360,313.6455,360,360,360,360,360,360,360,360,360,360,360,360
307.7333,360,360,360,360,360,360,360,360,360,360,360,360,307.7333,360,360,360,360,360,360,360,360,360,360,360,360,307.7333,360,360,360,360,360,360,360,360,360,360,360,360,307.7333,360,360,360,360,360,360,360,360,360,360,360,360,307.7333,360,360,360,360,360,360,360,360,360,360,360,360,307.7333,360,360,360,360,360,360,360,360,360,360,360,360,307.7333,360,360,360,360,360,360,360,360,360,360,360,360
301.3968,360,360,360,360,360,360,360,360,360,360,360,360,301.3968,360,360,360,360,360,360,360,360,360,360,360,360,301.3968,360,360,360,360,360,360,360,360,360,360,360,360,301.3968,360,360,360,360,360,360,360,360,360,360,360,360,301.3968,360,360,360,360,360,360,360,360,360,360,360,360,301.3968,360,360,360,360,360,360,360,360,360,360,360,360,301.3968,360,360,360,360,360,360,360,360,360,360,360,360
294.6367,360,360,360,360,360,360,360,360,360,360,360,360,294.6367,360,360,360,360,360,360,360,360,360,360,360,360,294.6367,360,360,360,360,360,360,360,360,360,360,360,360,294.6367,360,360,360,360,360,360,360,360,360,360,360,360,294.6367,360,360,360,360,360,360,360,360,360,360,360,360,294.6367,360,360,360,360,360,360,360,360,360,360,360,360,294.6367,360,360,360,360,360,360,360,360,360,360,360,360
287.4561,360,360,360,360,360,360,360,360,360,360,360,360,287.4561,360,360,360,360,360,360,360,360,360,360,360,360,287.4561,360,360,360,360,360,360,360,360,360,360,360,360,287.4561,360,360,360,360,360,360,360,360,360,360,360,360,287.4561,360,360,360,360,360,360,360,360,360,360,360,360,287.4561,360,360,360,360,360,360,360,360,360,360,360,360,287.4561,360,360,360,360,360,360,360,360,360,360,360,360
279.8609,359.8264,360,360,360,360,360,360,360,360,360,360,360,279.8609,359.8264,360,360,360,360,360,360,360,360,360,360,360,279.8609,359.8264,360,360,360,360,360,360,360,360,360,360,360,279.8609,359.8264,360,360,360,360,360,360,360,360,360,360,360,279.8609,359.8264,360,360,360,360,360,360,360,360,360,360,360,279.8609,359.8264,360,360,360,360,360,360,360,360,360,360,360,279.8609,359.8264,360,360,360,360,360,360,360,360,360,360,360
271.8598,359.0514,359.8631,360,360,360,360,360,360,360,360,360,360,271.8598,359.0514,359.8631,360,360,360,360,360,360,360,360,360,360,271.8598,359.0514,359.8631,360,360,360,360,360,360,360,360,360,360,271.8598,359.0514,359.8631,360,360,360,360,360,360,360,360,360,360,271.8598,359.0514,359.8631,360,360,360,360,360,360,360,360,360,360,271.8598,359.0514,359.8631,360,360,360,360,360,360,360,360,360,360,271.8598,359.0514,359.8631,360,360,360,360,360,360,360,360,360,360
263.4643,357.6417,359.1184,360,360,360,360,360,360,360,360,360,360,263.4643,357.6417,359.1184,360,360,360,360,360,360,360,360,360,360,263.4643,357.6417,359.1184,360,360,360,360,360,360,360,360,360,360,263.4643,357.6417,359.1184,360,360,360,360,360,360,360,360,360,360,263.4643,357.6417,359.1184,360,360,360,360,360,360,360,360,360,360,263.4643,357.6417,359.1184,360,360,360,360,360,360,360,360,360,360,263.4643,357.6417,359.1184,360,360,360,360,360,360,360,360,360,360
254.6888,355.5857,357.7145,360,360,360,360,360,360,360,360,360,360,254.6888,355.5857,357.7145,360,360,360,360,360,360,360,360,360,360,254.6888,355.5857,357.7145,360,360,360,360,360,360,360,360,360,360,254.6888,355.5857,357.7145,360,360,360,360,360,360,360,360,360,360,254.6888,355.5857,357.7145,360,360,360,360,360,360,360,360,360,360,254.6888,355.5857,357.7145,360,360,360,360,360,360,360,360,360,360,254.6888,355.5857,357.7145,360,360,360,360,360,360,360,360,360,360
245.5506,352.8748,355.6414,360,360,360,360,360,360,360,360,360,360,245.5506,352.8748,355.6414,360,360,360,360,360,360,360,360,360,360,245.5506,352.8748,355.6414,360,360,360,360,360,360,360,360,360,360,245.5506,352.8748,355.6414,360,360,360,360,360,360,360,360,360,360,245.5506,352.8748,355.6414,360,360,360,360,360,360,360,360,360,360,245.5506,352.8748,355.6414,360,360,360,360,360,360,360,360,360,360,245.5506,352.8748,355.6414,360,360,360,360,360,360,360,360,360,360
236.0698,349.5039,352.8919,360,360,360,360,360,360,360,360,360,360,236.0698,349.5039,352.8919,360,360,360,360,360,360,360,360,360,360,236.0698,349.5039,352.8919,360,360,360,360,360,360,360,360,360,360,236.0698,349.5039,352.8919,360,360,360,360,360,360,360,360,360,360,236.0698,349.5039,352.8919,360,360,360,360,360,360,360,360,360,360,236.0698,349.5039,352.8919,360,360,360,360,360,360,360,360,360,360,236.0698,349.5039,352.8919,360,360,360,360,360,360,360,360,360,360
226.27,345.4713,349.4628,360,360,360,360,360,360,360,360,360,360,226.27,345.4713,349.4628,360,360,360,360,360,360,360,360,360,360,226.27,345.4713,349.4628,360,360,360,360,360,360,360,360,360,360,226.27,345.4713,349.4628,360,360,360,360,360,360,360,360,360,360,226.27,345.4713,349.4628,360,360,360,360,360,360,360,360,360,360,226.27,345.4713,349.4628,360,360,360,360,360,360,360,360,360,360,226.27,345.4713,349.4628,360,360,360,360,360,360,360,360,360,360
216.1771,340.7786,345.3541,360,360,360,360,360,360,360,360,360,360,216.1771,340.7786,345.3541,360,360,360,360,360,360,360,360,360,360,216.1771,340.7786,345.3541,360,360,360,360,360,360,360,360,360,360,216.1771,340.7786,345.3541,360,360,360,360,360,360,360,360,360,360,216.1771,340.7786,345.3541,360,360,360,360,360,360,360,360,360,360,216.1771,340.7786,345.3541,360,360,360,360,360,360,360,360,360,360,216.1771,340.7786,345.3541,360,360,360,360,360,360,360,360,360,360
205.8203,335.431,340.5692,360,360,360,360,360,360,360,360,360,360,205.8203,335.431,340.5692,360,360,360,360,360,360,360,360,360,360,205.8203,335.431,340.5692,360,360,360,360,360,360,360,360,360,360,205.8203,335.431,340.5692,360,360,360,360,360,360,360,360,360,360,205.8203,335.431,340.5692,360,360,360,360,360,360,360,360,360,360,205.8203,335.431,340.5692,360,360,360,360,360,360,360,360,360,360,205.8203,335.431,340.5692,360,360,360,360,360,360,360,360,360,360
195.2319,329.4371,335.115,360,360,360,360,360,360,360,360,360,360,195.2319,329.4371,335.115,360,360,360,360,360,360,360,360,360,360,195.2319,329.4371,335.115,360,360,360,360,360,360,360,360,360,360,195.2319,329.4371,335.115,360,360,360,360,360,360,360,360,360,360,195.2319,329.4371,335.115,360,360,360,360,360,360,360,360,360,360,195.2319,329.4371,335.115,360,360,360,360,360,360,360,360,360,360,195.2319,329.4371,335.115,360,360,360,360,360,360,360,360,360,360
184.4468,322.8089,329.0022,360,360,360,360,360,360,360,360,360,360,184.4468,322.8089,329.0022,360,360,360,360,360,360,360,360,360,360,184.4468,322.8089,329.0022,360,360,360,360,360,360,360,360,360,360,184.4468,322.8089,329.0022,360,360,360,360,360,360,360,360,360,360,184.4468,322.8089,329.0022,360,360,360,360,360,360,360,360,360,360,184.4468,322.8089,329.0022,360,360,360,360,360,360,360,360,360,360,184.4468,322.8089,329.0022,360,360,360,360,360,360,360,360,360,360
173.5031,315.5619,322.2447,359.9801,359.7856,360,360,360,360,360,360,360,360,173.5031,315.5619,322.2447,359.9801,359.7856,360,360,360,360,360,360,360,360,173.5031,315.5619,322.2447,359.9801,359.7856,360,360,360,360,360,360,360,360,173.5031,315.5619,322.2447,359.9801,359.7856,360,360,360,360,360,360,360,360,173.5031,315.5619,322.2447,359.9801,359.7856,360,360,360,360,360,360,360,360,173.5031,315.5619,322.2447,359.9801,359.7856,360,360,360,360,360,360,360,360,173.5031,315.5619,322.2447,359.9801,359.7856,360,360,360,360,360,360,360,360
162.4414,307.7151,314.8599,359.3451,358.7306,360,360,360,360,360,360,360,360,162.4414,307.7151,314.8599,359.3451,358.7306,360,360,360,360,360,360,360,360,162.4414,307.7151,314.8599,359.3451,358.7306,360,360,360,360,360,360,360,360,162.4414,307.7151,314.8599,359.3451,358.7306,360,360,360,360,360,360,360,360,162.4414,307.7151,314.8599,359.3451,358.7306,360,360,360,360,360,360,360,360,162.4414,307.7151,314.8599,359.3451,358.7306,360,360,360,360,360,360,360,360,162.4414,307.7151,314.8599,359.3451,358.7306,360,360,360,360,360,360,360,360
151.3054,299.2909,306.8687,357.8216,356.8003,360,360,360,360,360,360,360,360,151.3054,299.2909,306.8687,357.8216,356.8003,360,360,360,360,360,360,360,360,151.3054,299.2909,306.8687,357.8216,356.8003,360,360,360,360,360,360,360,360,151.3054,299.2909,306.8687,357.8216,356.8003,360,360,360,360,360,360,360,360,151.3054,299.2909,306.8687,357.8216,356.8003,360,360,360,360,360,360,360,360,151.3054,299.2909,306.8687,357.8216,356.8003,360,360,360,360,360,360,360,360,151.3054,299.2909,306.8687,357.8216,356.8003,360,360,360,360,360,360,360,360
140.1411,290.315,298.2955,355.4182,354.004,360,360,360,360,360,360,360,360,140.1411,290.315,298.2955,355.4182,354.004,360,360,360,360,360,360,360,360,140.1411,290.315,298.2955,355.4182,354.004,360,360,360,360,360,360,360,360,140.1411,290.315,298.2955,355.4182,354.004,360,360,360,360,360,360,360,360,140.1411,290.315,298.2955,355.4182,354.004,360,360,360,360,360,360,360,360,140.1411,290.315,298.2955,355.4182,354.004,360,360,360,360,360,360,360,360,140.1411,290.315,298.2955,355.4182,354.004,360,360,360,360,360,360,360,360
128.9974,280.8163,289.1678,352.1472,350.3549,360,360,360,360,360,360,360,360,128.9974,280.8163,289.1678,352.1472,350.3549,360,360,360,360,360,360,360,360,128.9974,280.8163,289.1678,352.1472,350.3549,360,360,360,360,360,360,360,360,128.9974,280.8163,289.1678,352.1472,350.3549,360,360,360,360,360,360,360,360,128.9974,280.8163,289.1678,352.1472,350.3549,360,360,360,360,360,360,360,360,128.9974,280.8163,289.1678,352.1472,350.3549,360,360,360,360,360,360,360,360,128.9974,280.8163,289.1678,352.1472,350.3549,360,360,360,360,360,360,360,360
117.9257,270.8271,279.5167,348.0247,345.87,359.8318,360,360,360,360,360,360,360,117.9257,270.8271,279.5167,348.0247,345.87,359.8318,360,360,360,360,360,360,360,117.9257,270.8271,279.5167,348.0247,345.87,359.8318,360,360,360,360,360,360,360,117.9257,270.8271,279.5167,348.0247,345.87,359.8318,360,360,360,360,360,360,360,117.9257,270.8271,279.5167,348.0247,345.87,359.8318,360,360,360,360,360,360,360,117.9257,270.8271,279.5167,348.0247,345.87,359.8318,360,360,360,360,360,360,360,117.9257,270.8271,279.5167,348.0247,345.87,359.8318,360,360,360,360,360,360,360
106.9798,260.383,269.3761,343.0708,340.5699,358.7637,360,360,360,360,360,360,360,106.9798,260.383,269.3761,343.0708,340.5699,358.7637,360,360,360,360,360,360,360,106.9798,260.383,269.3761,343.0708,340.5699,358.7637,360,360,360,360,360,360,360,106.9798,260.383,269.3761,343.0708,340.5699,358.7637,360,360,360,360,360,360,360,106.9798,260.383,269.3761,343.0708,340.5699,358.7637,360,360,360,360,360,360,360,106.9798,260.383,269.3761,343.0708,340.5699,358.7637,360,360,360,360,360,360,360,106.9798,260.383,269.3761,343.0708,340.5699,358.7637,360,360,360,360,360,360,360
96.21567,249.5221,258.7834,337.3088,334.4786,356.7249,360,360,360,360,360,360,360,96.21567,249.5221,258.7834,337.3088,334.4786,356.7249,360,360,360,360,360,360,360,96.21567,249.5221,258.7834,337.3088,334.4786,356.7249,360,360,360,360,360,360,360,96.21567,249.5221,258.7834,337.3088,334.4786,356.7249,360,360,360,360,360,360,360,96.21567,249.5221,258.7834,337.3088,334.4786,356.7249,360,360,360,360,360,360,360,96.21567,249.5221,258.7834,337.3088,334.4786,356.7249,360,360,360,360,360,360,360,96.21567,249.5221,258.7834,337.3088,334.4786,356.7249,360,360,360,360,360,360,360
85.69158,238.2861,247.7789,330.7657,327.6241,353.7355,360,360,360,360,360,360,360,85.69158,238.2861,247.7789,330.7657,327.6241,353.7355,360,360,360,360,360,360,360,85.69158,238.2861,247.7789,330.7657,327.6241,353.7355,360,360,360,360,360,360,360,85.69158,238.2861,247.7789,330.7657,327.6241,353.7355,360,360,360,360,360,360,360,85.69158,238.2861,247.7789,330.7657,327.6241,353.7355,360,360,360,360,360,360,360,85.69158,238.2861,247.7789,330.7657,327.6241,353.7355,360,360,360,360,360,360,360,85.69158,238.2861,247.7789,330.7657,327.6241,353.7355,360,360,360,360,360,360,360
