719.9999,719.9999,719.9999,719.9999,719.9999,719.9999,719.9999,719.9999,719.9999,719.9999,719.9999,719.9999,719.9999
719.981,719.9666,719.9915,719.9666,719.6997,719.9666,719.981,719.6997,719.9666,718.8071,719.8663,719.9247,719.8663
719.9247,719.8663,719.9666,719.8663,718.8071,719.8663,719.9247,718.8071,719.8663,715.3482,719.4671,719.6997,719.4671
719.8308,719.6997,719.9247,719.6997,717.3449,719.6997,719.8308,717.3449,719.6997,709.9291,718.8071,719.3263,718.8071
719.6997,719.4671,719.8663,719.4671,715.3482,719.4671,719.6997,715.3482,719.4671,702.9292,717.8936,718.8071,717.8936
719.5314,719.1693,719.7913,719.1693,712.8604,719.1693,719.5314,712.8604,719.1693,694.7091,716.7367,718.1453,716.7367
719.3263,718.8071,719.6997,718.8071,709.9291,718.8071,719.3263,709.9291,718.8071,685.5662,715.3482,717.3449,715.3482
719.0848,718.3814,719.5917,718.3814,706.603,718.3814,719.0848,706.603,718.3814,675.7285,713.7412,716.4107,713.7412
718.8071,717.8936,719.4671,717.8936,702.9292,717.8936,718.8071,702.9292,717.8936,665.3651,711.9301,715.3482,711.9301
718.4938,717.3449,719.3263,717.3449,698.9515,717.3449,718.4938,698.9515,717.3449,654.6001,709.9291,714.1627,709.9291
718.1453,716.7367,719.1693,716.7367,694.7091,716.7367,718.1453,694.7091,716.7367,643.5245,707.7525,712.8604,707.7525
717.7621,716.0706,718.9961,716.0706,690.2372,716.0706,717.7621,690.2372,716.0706,632.2054,705.4148,711.4471,705.4148
717.3449,715.3482,718.8071,715.3482,685.5662,715.3482,717.3449,685.5662,715.3482,620.6931,702.9292,709.9291,702.9292
716.8943,714.5711,718.6021,714.5711,680.7224,714.5711,716.8943,680.7224,714.5711,609.0254,700.3087,708.3124,700.3087
716.4107,713.7412,718.3814,713.7412,675.7285,713.7412,716.4107,675.7285,713.7412,597.2314,697.565,706.603,697.565
715.8953,712.8604,718.1453,712.8604,670.6038,712.8604,715.8953,670.6038,712.8604,585.3342,694.7091,704.8068,694.7091
715.3482,711.9301,717.8936,711.9301,665.3651,711.9301,715.3482,665.3651,711.9301,573.3512,691.7515,702.9292,691.7515
714.7704,710.9523,717.6268,710.9523,660.0265,710.9523,714.7704,660.0265,710.9523,561.2966,688.701,700.9758,688.701
714.1627,709.9291,717.3449,709.9291,654.6001,709.9291,714.1627,654.6001,709.9291,549.1819,685.5662,698.9515,685.5662
713.5258,708.8618,717.0482,708.8618,649.0965,708.8618,713.5258,649.0965,708.8618,537.0165,682.3547,696.8611,682.3547
712.8604,707.7525,716.7367,707.7525,643.5245,707.7525,712.8604,643.5245,707.7525,524.8079,679.0734,694.7091,679.0734
712.1671,706.603,716.4107,706.603,637.8919,706.603,712.1671,637.8919,706.603,512.5626,675.7285,692.4999,675.7285
711.4471,705.4148,716.0706,705.4148,632.2054,705.4148,711.4471,632.2054,705.4148,500.2858,672.3254,690.2372,672.3254
710.7007,704.1898,715.7162,704.1898,626.4708,704.1898,710.7007,626.4708,704.1898,487.9823,668.8694,687.9249,668.8694
709.9291,702.9292,715.3482,702.9292,620.6931,702.9292,709.9291,620.6931,702.9292,475.6558,665.3651,685.5662,665.3651
709.1326,701.6351,714.9664,701.6351,614.8766,701.6351,709.1326,614.8766,701.6351,463.3098,661.8163,683.1644,661.8163
708.3124,700.3087,714.5711,700.3087,609.0254,700.3087,708.3124,609.0254,700.3087,450.9474,658.2269,680.7224,658.2269
707.4689,698.9515,714.1627,698.9515,603.1427,698.9515,707.4689,603.1427,698.9515,438.5709,654.6001,678.2429,654.6001
706.603,697.565,713.7412,697.565,597.2314,697.565,706.603,597.2314,697.565,426.1828,650.939,675.7285,650.939
705.7154,696.1504,713.3071,696.1504,591.2947,696.1504,705.7154,591.2947,696.1504,413.7854,647.2463,673.1813,647.2463
704.8068,694.7091,712.8604,694.7091,585.3342,694.7091,704.8068,585.3342,694.7091,401.3805,643.5245,670.6038,643.5245
703.8779,693.2424,712.4012,693.2424,579.3525,693.2424,703.8779,579.3525,693.2424,388.97,639.7758,667.9977,639.7758
702.9292,691.7515,711.9301,691.7515,573.3512,691.7515,702.9292,573.3512,691.7515,376.5556,636.0021,665.3651,636.0021
701.9617,690.2372,711.4471,690.2372,567.332,690.2372,701.9617,567.332,690.2372,364.139,632.2054,662.7074,632.2054
700.9758,688.701,710.9523,688.701,561.2966,688.701,700.9758,561.2966,688.701,351.7219,628.3873,660.0265,628.3873
699.9722,687.1436,710.4463,687.1436,555.2461,687.1436,699.9722,555.2461,687.1436,339.3059,624.5494,657.3236,624.5494
698.9515,685.5662,709.9291,685.5662,549.1819,685.5662,698.9515,549.1819,685.5662,326.8926,620.6931,654.6001,620.6931
697.9142,683.9695,709.4008,683.9695,543.105,683.9695,697.9142,543.105,683.9695,314.4837,616.8194,651.8574,616.8194
